mark1,mark2,mark3,attendance,fee_paid_flag,edu_loan_flag,yearly_income,yearly_fees,dropped_out
2,49,28,48,1,1,118481,126993,1
40,47,38,54,1,1,124888,79439,0
59,83,90,52,1,1,126022,51489,1
13,90,99,61,0,0,222472,43178,0
74,5,44,55,1,1,117628,99019,1
81,90,16,71,1,1,232929,77956,0
11,8,55,41,1,1,217599,67802,1
86,56,97,65,1,1,120648,130463,1
11,30,45,53,1,1,329081,82778,1
12,20,66,98,1,1,218744,77719,0
24,89,68,77,1,0,292634,53573,1
44,39,13,73,1,1,51112,53688,0
18,44,66,47,1,1,478761,131466,0
54,76,22,75,1,1,360499,138292,0
99,48,93,60,1,1,125561,117065,0
44,86,60,95,1,1,215154,119747,0
7,19,22,85,1,1,168181,125352,1
92,100,26,82,1,1,110482,66475,0
52,91,53,95,1,1,129098,70697,0
54,16,9,67,1,0,454520,53978,1
31,27,88,85,1,0,435122,49677,1
50,40,76,83,1,1,106625,101540,0
43,65,15,87,0,0,488101,30272,0
81,24,40,45,0,0,436503,26212,0
69,57,97,59,1,0,383390,41071,0
17,40,54,70,1,1,324732,139998,0
82,5,100,72,1,1,428054,128644,0
21,74,60,83,1,1,178658,95236,0
36,37,85,46,1,1,70967,115516,1
95,5,80,47,1,0,442297,37297,1
55,44,86,48,1,0,336400,71932,0
58,74,99,41,1,1,239420,126885,0
2,13,48,56,1,0,468268,76884,1
27,65,72,91,0,0,440265,48625,0
73,39,51,84,1,0,262044,48831,0
34,2,1,76,1,1,268423,139675,0
60,98,95,81,1,1,239551,138313,0
92,96,49,83,1,1,392876,143950,0
53,23,85,56,1,1,264697,76478,0
62,18,42,92,1,1,180145,82909,0
78,17,76,77,0,0,445722,49367,0
96,63,7,74,1,1,148120,65813,0
6,87,58,99,1,1,201781,120874,1
75,34,64,86,0,0,239607,40121,0
48,61,80,78,1,0,356984,55547,0
93,0,11,69,1,1,295512,83642,1
84,99,3,45,0,0,424791,44914,1
30,24,76,43,1,1,241659,136664,0
57,44,94,90,1,1,109321,129932,0
60,48,40,76,1,0,284855,37178,0
23,97,6,74,1,1,93202,87258,1
19,88,86,97,1,1,237660,99421,0
36,15,87,96,1,1,184162,80563,0
3,97,68,48,1,0,371375,70050,0
91,92,68,45,1,0,333696,82607,1
19,18,80,52,1,1,275743,85638,1
59,22,29,98,1,1,261299,112971,0
23,82,72,61,1,1,476957,147068,0
49,24,5,67,0,0,333805,33262,1
48,15,88,69,1,0,222097,27453,0
50,53,18,91,1,1,449308,127943,0
95,72,79,75,1,0,478890,65174,0
35,0,84,41,1,1,181642,136720,1
97,41,65,97,0,0,455300,97760,0
99,18,9,75,1,0,377987,26172,0
65,96,15,47,1,1,381422,96788,0
78,33,36,84,0,0,288350,37918,0
33,79,78,81,1,0,144328,27197,0
35,54,76,89,1,1,443981,117127,0
5,17,76,48,1,0,176355,33677,1
38,33,31,40,1,0,288340,31039,1
41,88,46,52,1,0,336342,47785,0
57,44,71,89,0,0,111201,24570,0
11,5,42,54,1,0,385415,92242,1
2,20,81,71,1,0,262810,31655,0
17,69,35,73,1,0,490415,118738,0
39,95,25,82,1,0,454593,67907,0
20,47,9,100,1,0,423722,29449,1
14,38,30,70,1,0,260905,44630,1
96,30,96,53,1,0,451252,94658,0
98,9,28,93,1,0,352508,66371,0
25,29,4,86,1,0,427371,30991,0
7,17,76,53,1,1,150353,44887,1
99,59,0,87,1,0,299043,33859,0
93,87,86,94,1,0,218515,43640,0
86,72,2,68,1,0,444879,68339,1
41,94,66,86,1,1,220316,111068,0
43,14,70,58,1,1,389708,124765,1
13,3,99,66,1,1,196149,73235,1
77,62,34,48,1,1,238921,124300,0
1,39,14,76,1,1,155447,123156,1
36,8,66,76,1,0,331775,22512,0
68,8,92,82,1,1,233724,100982,0
37,25,29,67,0,0,345644,41912,1
40,3,81,91,1,1,463113,119567,0
61,80,74,96,1,1,371059,140639,0
59,15,42,63,1,0,480593,55515,1
13,14,59,67,1,0,414904,35416,1
88,98,39,75,1,1,339041,92816,0
83,51,64,91,1,1,228352,96510,0
1,68,28,57,1,1,151639,135781,1
69,4,73,64,0,0,425993,63746,0
16,19,91,74,1,1,161118,63775,0
88,78,94,43,1,1,369464,122067,0
27,17,18,53,1,1,253664,142039,1
65,1,2,78,0,0,380433,32227,0
34,92,35,65,1,1,81941,33031,0
100,12,42,47,1,1,280748,128819,1
4,3,14,63,1,1,195306,53000,1
64,41,96,55,1,1,125172,71253,0
39,73,40,59,1,1,53376,130848,1
75,60,89,54,1,1,342927,87564,0
55,94,79,46,1,1,484465,140921,0
35,7,35,97,1,1,355169,115969,0
44,66,96,56,1,1,66447,142614,0
22,62,83,61,0,0,266937,38313,0
46,8,76,61,1,1,66713,134326,0
30,93,32,93,1,0,441013,95186,0
10,10,4,51,1,1,317002,111760,1
9,98,100,57,1,1,232187,77751,1
66,100,77,95,1,1,109834,72492,0
13,41,90,85,1,1,132060,50364,0
79,12,86,86,1,0,292995,38361,1
73,35,13,54,1,0,447755,87949,0
92,12,67,76,1,1,462073,126330,1
9,11,82,55,1,0,416042,51070,1
75,36,46,44,1,1,414351,123722,0
93,73,53,41,1,0,448580,42409,1
0,72,3,91,1,0,247057,49854,0
4,51,93,67,1,1,136366,116742,0
19,70,82,96,1,1,202150,139625,0
7,1,94,80,1,0,480790,49655,1
42,55,94,93,0,0,313013,29952,1
75,59,8,66,1,0,374768,56365,0
0,22,52,70,1,1,221147,103298,0
56,39,76,80,1,1,143676,86156,0
63,63,77,75,1,1,53659,119233,0
83,84,59,86,1,1,479586,141232,0
27,22,45,82,1,0,419032,76724,0
36,28,53,40,1,1,108185,35455,1
46,77,73,89,1,1,167136,107746,0
100,89,94,68,1,1,224823,67673,1
75,50,36,40,0,0,374902,20974,0
36,68,22,47,1,0,265945,32679,1
48,94,26,96,1,1,186203,81791,0
43,88,69,55,1,1,182430,47429,1
55,30,89,97,1,1,141150,38073,0
27,49,65,67,1,1,263379,90207,0
78,19,60,61,1,0,459462,50365,1
5,54,76,57,1,1,329360,141608,0
60,80,50,61,1,0,353353,75928,1
19,1,49,80,1,1,355131,131903,0
77,24,18,51,1,1,158024,131114,1
1,12,0,58,1,0,463793,94453,1
72,91,39,64,1,1,92320,126657,1
36,69,31,89,1,0,323445,27784,0
19,66,21,98,1,1,256123,132529,0
25,57,92,44,1,1,273410,118962,1
28,98,65,98,1,1,176560,121201,0
0,81,39,73,1,1,313035,140356,0
34,74,37,78,1,1,465188,140913,0
69,83,47,98,1,1,362601,147499,0
100,63,54,49,1,0,163389,32291,0
58,68,74,86,0,0,497651,104462,0
68,82,80,96,1,0,333076,46154,0
32,85,54,46,1,1,316336,146874,1
50,58,50,99,0,0,328272,45650,0
77,59,59,76,1,1,72836,131876,0
11,82,7,86,1,1,336981,88741,0
19,61,85,91,1,1,167028,122348,0
52,15,67,99,1,1,428625,115830,0
87,87,74,91,1,0,437320,56201,0
42,67,71,54,1,1,175172,59479,1
97,14,8,81,1,1,334922,92920,0
88,88,89,63,1,1,93130,102797,1
49,54,1,65,0,0,328852,70243,1
28,34,79,100,1,0,419625,88595,1
56,54,94,65,1,1,205304,51734,0
38,13,69,85,1,1,238338,108927,1
94,48,84,65,1,0,482628,101451,0
55,82,89,97,1,1,54782,139950,0
42,99,58,49,1,1,207387,125817,0
49,6,18,56,1,1,322196,132169,1
22,29,27,92,1,1,331665,119978,1
43,82,71,53,0,0,250506,62568,1
37,48,13,41,1,1,263827,137514,1
83,88,23,87,1,0,381834,45793,0
22,15,43,52,1,1,85546,72204,1
44,50,100,66,1,1,260417,66746,0
51,71,55,48,1,1,207044,51989,0
79,81,89,46,1,1,154713,69465,0
49,91,94,87,1,1,305628,110841,0
7,79,50,49,1,1,152617,81383,1
84,82,31,95,1,1,72030,36767,0
0,41,49,93,0,0,483592,58652,0
7,16,40,48,1,1,266713,103732,1
28,62,65,61,1,1,139831,104244,0
95,44,24,62,1,1,127400,33383,0
4,76,60,46,1,1,330199,90784,0
85,6,65,87,1,1,268580,121733,0
46,26,41,48,1,0,468709,80089,1
33,9,64,66,1,1,124861,148524,1
64,33,35,63,0,0,433328,46440,1
54,35,75,68,0,0,428668,72443,1
89,24,8,56,1,0,428970,76325,0
42,5,35,59,1,1,348919,106766,1
73,23,91,46,1,0,494273,115190,0
29,17,37,82,1,0,398053,75919,0
81,86,32,79,1,0,348397,36611,0
16,5,41,46,1,1,267789,83483,1
25,28,60,67,0,0,306072,42457,1
7,24,45,58,1,1,101884,30256,1
46,54,85,59,1,1,126497,74856,0
75,80,88,83,1,1,329849,126507,1
90,45,60,78,1,1,225748,60533,1
71,23,17,79,1,1,282730,119826,0
88,74,69,46,1,1,403784,118995,1
45,25,81,45,1,0,260117,48281,1
67,97,79,64,1,1,57101,87275,0
32,27,14,80,0,0,374639,21525,0
0,2,47,98,0,0,447959,36453,1
18,74,71,52,1,1,58951,26251,0
30,37,12,78,1,1,188086,128744,0
79,60,42,79,1,1,86180,39507,0
13,77,59,61,1,1,369121,99396,0
52,50,56,88,1,1,297117,106644,1
47,89,70,56,0,0,240606,47906,0
68,47,16,87,1,1,113209,93185,0
89,20,49,61,1,1,299241,119591,0
61,53,31,73,1,0,222980,33193,0
91,55,21,47,1,1,420719,116558,0
65,93,54,88,1,1,363062,117192,0
63,58,56,84,1,1,451435,127071,0
69,71,12,57,1,1,188235,101449,1
62,50,46,63,1,1,183542,84042,0
72,19,86,99,1,0,459759,79516,0
32,95,61,93,1,1,200348,101165,0
40,85,53,99,1,1,170014,50692,0
88,58,28,81,1,1,217953,90490,1
47,70,21,41,1,0,391094,53512,0
12,8,64,41,1,1,57749,30719,1
72,0,28,66,0,0,336326,75427,1
76,28,47,53,0,0,389594,47649,0
30,62,4,87,1,0,130543,32402,0
74,71,34,78,1,1,146487,122880,0
67,55,73,92,1,1,422371,139764,0
97,67,82,92,1,0,279216,29216,0
3,34,100,95,1,1,464599,134667,0
18,2,70,51,0,0,390722,51050,1
69,6,45,71,1,1,166258,115808,1
97,26,34,67,1,1,206484,70093,0
81,0,44,94,1,1,63181,25050,0
12,90,12,67,1,1,94898,66716,1
22,79,9,85,1,1,315549,135455,1
82,70,65,64,0,0,323006,22438,1
74,43,69,43,1,1,235751,143713,0
0,86,71,65,1,1,340832,128686,0
87,40,99,75,1,1,98017,67431,0
53,74,24,89,1,1,325083,132373,0
70,41,43,42,1,1,293343,127123,1
88,32,59,40,1,0,416296,36760,0
84,49,46,56,1,1,351729,97614,0
14,62,39,46,0,0,428459,36473,1
64,99,6,87,1,1,154447,63815,0
75,36,45,44,1,1,293885,82460,1
70,58,22,58,0,0,289434,29257,1
14,80,82,78,1,1,204014,107986,0
20,98,45,85,1,0,291147,45634,0
18,47,85,73,0,0,448488,80403,0
59,4,12,74,1,0,487350,66573,1
92,47,20,88,1,0,205337,48648,1
88,95,0,55,1,1,304743,112712,1
32,2,18,79,1,1,229264,68980,1
48,46,59,89,1,1,209740,147099,0
95,61,32,86,0,0,131560,30296,0
34,98,3,78,0,0,409579,80197,0
43,13,2,66,1,1,119283,41959,1
89,62,90,80,1,1,59297,34570,0
10,60,51,77,1,1,114005,55423,0
98,30,98,89,0,0,440977,100263,0
71,94,27,89,0,0,239506,37899,0
77,16,69,64,0,0,444823,55785,0
73,23,69,65,1,1,180654,132446,1
65,22,54,95,1,1,240255,82806,0
45,81,56,53,1,1,136994,76963,1
8,49,86,53,1,1,106305,125647,0
2,77,96,53,1,1,209045,97875,0
84,78,15,64,1,0,466333,54341,0
25,78,23,75,1,0,263058,25597,1
71,69,68,43,1,1,262143,112648,0
47,26,40,86,1,1,434832,122230,0
65,14,76,54,1,0,275963,30244,0
69,49,46,71,1,0,319789,23796,0
27,35,75,57,1,1,354382,127127,0
92,7,68,53,1,1,119694,95589,0
25,78,100,97,1,0,222845,48528,1
24,2,30,40,1,1,328930,135920,1
11,61,91,81,1,1,90693,38648,0
4,46,91,100,1,1,408591,103967,0
97,76,29,59,0,0,469794,20535,1
47,97,17,49,0,0,489624,68469,1
36,87,43,49,1,1,119702,126188,1
78,95,26,98,1,0,396989,84912,0
43,60,98,63,1,0,327220,64493,0
99,31,25,73,1,1,331521,92417,0
14,93,59,100,1,1,190350,65785,0
42,12,17,67,1,1,439512,142066,1
47,0,96,66,1,1,83539,105017,0
86,33,88,79,1,1,176552,127771,0
69,61,55,40,1,1,192512,149026,0
45,78,30,72,1,1,338389,121377,0
42,77,100,43,1,1,465313,134267,0
20,92,58,46,1,1,254775,86561,0
22,97,1,48,1,0,379236,50869,0
79,81,96,55,0,0,421598,85094,0
46,70,38,44,1,1,444367,120355,0
14,92,60,73,0,0,202770,50192,0
24,30,62,99,1,1,198673,89157,0
35,63,95,62,1,1,207879,116102,0
74,24,17,82,1,1,226374,106483,0
50,37,16,89,1,1,266936,99941,0
14,13,97,64,1,1,189111,77544,0
67,7,38,96,1,0,359571,24403,0
20,90,70,90,1,0,383983,56091,0
12,53,53,52,1,1,239121,72510,1
85,1,98,63,1,0,462269,108061,0
18,80,93,50,0,0,278252,25017,1
33,100,75,91,1,0,428945,59203,0
77,77,34,90,0,0,422989,76473,0
67,88,10,56,0,0,398442,72123,0
51,55,60,76,1,1,139147,68260,1
26,93,43,52,1,1,105413,65938,0
28,92,67,66,1,1,115958,77929,0
27,83,24,59,1,1,81275,105265,0
34,84,47,72,1,1,76597,113966,1
7,60,31,81,1,1,389665,124120,0
15,21,83,71,1,1,144243,57372,1
35,34,94,47,1,1,304482,121728,0
29,100,3,95,1,1,118908,73252,0
17,15,37,68,1,0,367332,34628,1
1,49,62,79,1,1,346854,143239,1
48,42,46,58,1,1,430637,130165,1
76,16,0,45,1,0,272424,32501,1
3,79,2,83,1,1,230122,138165,1
89,57,100,99,0,0,361393,50131,0
88,1,85,78,1,1,84247,109102,0
93,3,61,87,1,1,338552,109360,0
74,84,63,80,1,1,126313,139346,0
6,38,16,60,1,1,251755,88348,1
94,97,77,96,1,1,299407,118348,0
73,93,61,61,1,1,317587,112862,0
38,5,34,81,1,1,442414,135321,1
12,80,12,49,1,1,181151,148411,1
30,88,34,49,1,0,408962,29402,0
70,68,42,91,1,0,481561,111861,0
62,68,1,68,1,1,193973,75956,0
55,19,55,55,1,1,248831,146121,1
41,63,76,40,1,1,223804,71920,0
60,15,50,56,1,1,260376,127089,0
41,50,53,69,1,0,300278,46000,1
55,36,15,65,1,1,198579,109795,1
35,72,17,92,1,1,310082,132885,0
83,68,6,100,0,0,393929,87462,0
67,41,44,85,1,1,176691,86392,0
6,56,35,58,1,0,307426,25988,1
53,65,40,92,1,1,347535,94279,0
0,8,93,60,1,1,84171,76999,1
43,99,41,56,1,0,494946,89674,1
44,85,6,85,1,1,427163,129384,0
46,63,14,79,1,1,319629,101618,0
12,85,59,60,0,0,439772,73426,0
21,21,39,92,1,0,422248,78824,0
20,33,82,80,1,1,427571,133174,0
85,54,36,79,1,1,276392,118910,0
91,28,65,84,1,1,292174,94399,0
8,37,54,88,1,1,140153,80659,0
25,96,76,58,1,1,87748,57790,1
8,17,94,99,1,1,447094,134704,0
14,70,79,46,1,1,183021,115343,0
9,64,55,56,0,0,266452,42118,0
87,96,43,40,0,0,297888,72025,1
41,0,56,76,1,1,464097,142453,0
71,87,5,96,1,1,232378,79938,0
23,3,91,45,0,0,137150,25149,1
79,3,31,65,1,1,139364,58079,1
48,81,73,41,0,0,165925,22484,0
25,26,17,98,1,1,59958,75474,1
90,42,67,71,1,1,189769,110727,0
36,58,72,96,1,1,137160,133316,0
67,31,6,87,1,0,327637,68601,1
49,32,7,93,1,1,223873,141465,0
23,27,63,44,1,1,333343,137893,1
18,54,6,76,1,0,312081,63809,1
99,99,40,70,0,0,288962,40791,0
59,59,39,51,0,0,477704,89343,0
38,69,2,74,0,0,342637,46648,1
73,61,16,69,1,1,161545,51090,1
88,79,65,87,1,1,361146,110636,0
17,33,78,45,1,1,73731,116485,1
18,86,92,54,1,1,188148,121477,0
35,87,51,54,0,0,313215,37857,1
73,55,21,100,1,1,412070,145305,0
96,12,3,55,1,1,177872,82327,1
54,55,5,59,1,1,91410,132516,1
68,17,37,52,1,1,280273,113386,0
46,53,25,83,1,1,497543,138026,0
48,76,10,81,0,0,407092,62967,1
98,100,89,85,1,1,242144,73709,0
97,42,16,70,1,1,278443,87948,1
32,38,87,73,1,1,91041,68861,0
20,60,91,68,1,1,435760,136839,0
80,41,98,42,1,1,103326,88718,0
21,80,30,48,1,1,481765,143307,0
47,78,76,50,1,1,365240,142850,0
36,17,34,50,1,0,236650,40948,1
14,22,15,64,1,0,489606,53782,1
34,53,78,61,1,0,489268,70756,0
91,29,17,81,1,1,355311,102789,1
70,97,100,97,1,1,497803,125217,0
31,57,61,85,1,1,373436,121031,1
10,67,26,48,1,0,387563,88388,1
9,66,34,59,1,1,223211,127381,1
72,70,44,98,1,1,399897,104528,0
77,17,34,60,1,1,191779,86809,0
76,6,27,49,1,0,287464,27649,1
56,39,8,61,1,0,456356,49002,1
24,69,75,68,1,1,61093,54723,0
1,85,14,48,1,0,416233,94314,1
63,64,20,100,1,1,122043,110312,0
34,67,51,44,1,0,436678,90085,0
6,48,34,79,0,0,449046,101399,1
84,51,96,50,1,0,211680,31809,0
17,28,50,40,1,0,415009,78169,1
66,20,82,92,1,0,436822,28302,1
41,89,54,81,1,0,359431,28100,0
38,77,86,40,1,1,83427,88447,1
40,8,76,97,1,1,209467,97627,0
74,46,43,93,1,0,441993,94635,0
23,75,64,78,1,0,421983,75020,0
59,41,92,99,0,0,404806,25663,0
45,50,87,85,1,1,276074,115440,0
18,55,79,44,1,1,330114,113827,1
67,50,24,88,1,1,120218,64649,0
89,69,86,61,1,1,257547,67136,0
41,19,91,65,1,1,386506,135242,0
31,87,46,92,1,1,204443,144783,0
38,26,79,45,1,1,270967,126602,1
35,37,55,71,1,0,462482,56104,0
100,71,37,87,1,0,284625,59137,0
96,64,10,50,1,0,200267,22534,1
35,53,66,49,1,1,160949,87762,0
2,23,14,86,1,1,176895,72445,0
72,46,0,78,0,0,339459,29585,0
7,70,6,94,1,1,301287,112796,1
96,82,0,73,1,1,133804,112947,1
69,85,48,70,1,1,256318,118470,0
40,62,95,51,1,1,353725,96438,0
67,56,72,90,1,0,226609,56392,0
12,54,28,83,1,1,147357,104267,1
48,59,25,55,0,0,431905,103324,0
59,98,86,77,1,1,256337,140866,0
1,61,44,42,1,1,163984,51126,1
59,29,92,41,1,0,404593,62485,1
4,92,96,91,1,1,301176,130905,0
43,21,70,44,1,1,203256,131407,0
26,74,11,50,1,0,466495,65798,1
31,83,94,97,1,1,207642,88310,0
20,28,31,64,1,0,180522,29017,1
7,40,19,74,1,0,355174,45700,1
71,41,50,74,1,1,374389,110680,1
49,97,80,61,1,1,236539,115446,0
66,64,35,76,1,1,300690,128454,0
43,30,66,61,1,1,85133,56507,0
57,29,0,94,1,1,259803,67679,0
2,17,26,50,1,0,487021,112221,1
85,16,39,71,1,1,93998,109938,0
69,37,96,74,1,1,198310,57232,0
1,13,83,70,1,1,262160,115599,0
86,86,13,84,1,1,427747,109661,0
43,88,99,92,1,1,98245,130685,0
1,78,68,47,1,0,335701,44020,1
80,55,86,59,1,1,382618,117239,0
34,21,78,81,1,1,277810,77172,0
97,66,5,73,1,1,246739,117305,0
86,55,32,43,1,0,403372,33746,0
29,18,54,57,1,1,311882,141976,1
7,56,18,90,1,1,266585,83537,1
21,43,76,43,1,0,115074,24094,1
43,97,28,59,1,1,108204,88466,0
57,34,60,97,1,1,279669,119067,0
35,0,69,48,1,0,273872,50755,1
68,51,78,55,1,1,206647,115641,1
76,84,79,65,1,0,257096,31552,0
92,92,23,77,1,1,463285,121754,0
30,69,22,64,1,1,205472,79491,0
46,36,9,43,1,0,467362,39779,1
54,64,53,80,1,1,56846,49000,0
79,50,40,98,1,0,483568,105639,0
61,0,48,84,1,1,73694,73953,0
29,90,16,80,1,0,333884,77564,0
54,20,55,77,1,0,492654,34102,0
15,52,44,92,1,1,80996,21861,1
11,15,29,58,1,1,113874,63574,1
16,60,43,53,1,1,147661,52682,1
15,53,73,60,1,1,156945,98819,0
11,39,54,54,1,1,240754,111133,1
7,25,18,42,1,1,225272,134797,1
83,79,28,76,1,1,72970,97972,0
2,91,1,92,1,1,454111,141237,1
15,64,35,89,1,1,219143,113960,0
29,99,18,85,1,1,233340,85185,0
22,73,6,55,0,0,465474,94426,1
91,63,25,53,1,1,138890,68120,1
4,42,78,48,0,0,277249,58297,1
83,16,37,86,1,1,107300,134147,0
64,58,2,46,1,0,311387,28299,0
29,22,79,53,1,1,111915,61348,1
20,6,65,45,1,1,189516,61384,1
83,43,94,60,1,1,125147,137182,0
69,52,91,54,1,1,126064,96693,1
21,70,70,91,1,1,116535,115299,0
81,78,93,47,1,1,53760,52687,0
71,33,42,73,1,1,217956,84577,0
31,45,61,79,1,0,414859,80047,0
32,67,70,40,1,0,437635,30191,1
15,77,99,71,1,0,469238,76884,0
75,77,92,97,1,1,235576,74911,0
37,15,23,88,1,1,180992,97303,0
97,70,38,90,0,0,486346,103447,0
13,95,67,44,1,1,224953,114165,0
35,18,92,69,1,1,112399,120330,0
96,1,43,61,1,0,479667,112480,1
22,9,4,59,1,0,494629,63726,1
65,49,54,55,1,0,273129,54623,0
84,80,92,46,1,1,374422,133367,0
1,100,29,46,1,1,163286,133219,1
90,11,28,89,1,1,472855,143326,0
72,69,25,89,1,1,215693,103517,0
64,21,82,41,1,1,278057,143089,0
74,31,25,86,1,0,304551,70000,0
66,83,36,53,1,1,194151,91494,0
51,0,90,70,1,0,450111,100241,1
61,53,93,89,1,1,405659,116172,0
22,57,52,100,1,1,102142,83027,0
25,69,29,80,0,0,439301,78995,0
67,82,2,53,1,0,455768,62876,1
81,17,42,44,1,1,142930,138217,0
54,5,6,50,1,0,492037,71070,1
5,44,48,79,1,1,147812,110688,1
34,96,72,44,1,1,214702,124065,1
21,22,40,68,1,1,120063,86224,1
42,22,76,50,1,1,180990,45365,0
14,25,78,44,1,0,324391,49663,1
85,76,53,88,1,1,329747,85436,0
59,6,68,93,1,1,152099,124610,0
100,78,92,71,1,1,226636,123376,0
11,43,98,75,1,1,312671,103275,0
48,26,90,54,1,1,499737,136375,0
41,25,26,58,1,1,249530,143229,1
37,96,7,61,1,1,317993,83211,0
81,78,31,73,0,0,274388,30909,0
44,35,83,95,1,0,362458,80883,0
34,54,63,56,1,0,226796,32713,0
29,63,9,51,1,0,274748,32614,1
87,90,12,64,1,1,329374,127625,1
29,56,62,95,1,1,404373,118097,0
77,68,92,56,1,0,384639,40734,0
5,60,34,49,1,0,413534,50709,1
66,1,60,67,1,0,485946,42885,0
79,54,53,96,1,1,141937,91622,0
6,96,7,57,1,0,425867,98267,1
51,79,28,90,1,1,315467,106128,0
13,86,94,57,1,0,443661,33341,0
72,37,40,84,0,0,395089,59435,0
14,79,29,71,1,0,191035,32976,0
20,77,85,53,1,0,493727,102910,1
34,28,20,95,1,1,432945,144753,0
65,25,75,55,1,1,196509,97869,1
90,34,10,89,1,0,460071,25290,0
1,78,1,97,1,1,131947,65812,0
34,66,49,57,1,0,454063,70528,0
81,86,40,55,1,0,446452,78570,0
77,28,65,56,1,1,374041,131841,0
19,33,97,46,1,1,168636,76399,1
81,96,2,51,1,0,325631,68437,0
9,40,79,73,1,1,389528,109122,0
24,40,50,49,1,1,63155,77907,1
65,22,67,44,1,1,323399,140992,0
24,70,86,60,1,1,170860,101876,0
53,2,83,42,0,0,445195,68723,0
32,57,24,58,1,0,437740,55655,1
35,31,29,84,1,1,464521,134098,0
94,30,81,83,1,1,124543,75833,0
13,81,10,74,1,1,85094,100096,0
64,42,92,45,1,0,478314,43997,0
79,6,16,53,1,1,270638,86876,1
53,0,25,43,1,1,476986,130233,1
51,60,22,84,1,1,59734,142660,0
2,13,55,90,1,0,253056,46013,0
98,51,51,57,1,0,351749,52862,0
40,95,47,68,1,1,127932,72448,0
5,5,19,74,1,0,498835,107818,0
24,9,1,91,1,1,174109,143828,0
12,70,87,77,1,1,77881,65608,0
97,89,30,55,1,1,244473,104612,1
7,97,26,59,1,1,474393,138849,0
20,29,1,63,1,1,90122,134060,1
97,99,77,74,0,0,293627,60894,1
67,20,3,83,1,1,347441,105201,0
24,59,12,90,1,1,161513,70649,1
78,80,99,58,1,1,86680,82104,1
67,96,34,95,1,1,133452,96459,0
44,73,71,43,1,1,101044,59821,1
59,62,65,72,1,1,225156,67940,0
11,41,5,41,1,1,477405,141402,1
31,50,30,52,0,0,194582,30935,1
95,63,9,97,1,1,402646,109577,0
91,75,20,100,1,1,72152,32467,0
12,55,73,84,0,0,134738,31073,0
30,79,22,69,1,1,207517,142691,1
77,40,2,73,1,0,257760,27691,0
19,31,31,69,1,0,444411,66538,1
17,14,19,90,1,1,154533,44490,1
92,61,73,93,1,0,241021,35688,0
59,26,28,63,1,1,75433,118505,1
62,27,51,87,1,0,448521,70650,0
5,80,45,83,1,0,239932,33829,1
31,63,33,72,1,0,254685,23086,0
92,58,100,80,1,1,98648,129609,0
42,57,83,88,1,0,244162,22590,0
1,1,60,49,1,0,277993,59893,1
59,35,71,57,1,1,92113,93396,1
22,70,70,58,1,1,296602,149797,1
82,12,69,46,1,0,415648,58176,1
30,14,10,96,1,1,180431,87484,0
4,88,81,58,1,1,223714,146484,0
82,86,92,63,1,1,345206,122267,0
33,59,88,54,1,1,383777,118997,0
9,21,62,80,1,1,91604,46295,0
88,62,20,81,0,0,291201,58131,0
1,89,2,62,1,1,187750,64893,1
10,96,81,91,1,1,82121,31924,0
49,74,87,91,1,1,491719,124191,0
30,73,9,43,0,0,175015,30851,1
55,24,26,77,1,0,399084,27734,0
78,100,11,43,1,0,328638,62681,0
72,47,6,44,1,1,225257,134495,0
86,42,16,80,1,1,452894,140405,0
82,37,64,83,1,0,218704,25293,0
8,40,63,62,1,1,96235,73203,1
98,44,25,79,1,1,182720,132149,0
20,87,14,92,1,0,393357,33820,0
72,39,32,76,1,1,248989,87827,0
27,96,61,100,1,1,66489,67163,0
61,16,100,50,0,0,389425,32391,0
6,87,46,94,1,1,449034,121002,0
79,100,94,50,1,1,420334,129870,0
15,56,34,52,1,1,436757,148670,1
96,1,64,53,1,0,476365,61970,0
3,95,71,99,1,0,470528,66823,0
3,61,75,47,0,0,480340,50796,1
39,87,82,64,1,1,154222,119345,0
16,8,24,57,1,1,51316,136245,1
100,67,56,90,1,1,110046,103127,0
51,80,31,83,1,1,390787,128176,0
92,16,62,83,0,0,294187,56389,0
51,49,11,57,0,0,409648,23352,1
35,93,62,49,1,1,165594,142143,1
37,39,76,46,1,1,114042,103598,0
49,57,91,99,1,1,178295,48172,0
62,74,0,89,1,0,204174,30937,0
100,84,50,83,1,1,310737,113657,0
62,20,69,53,1,1,164430,145873,0
61,17,7,54,1,1,288030,100138,1
98,54,67,55,1,1,437926,127276,0
6,28,4,41,1,0,475173,108672,1
26,23,88,69,1,0,456088,86481,1
91,73,85,69,1,1,100094,105348,0
85,16,91,57,1,1,359863,93509,0
13,17,38,70,1,0,254957,43552,1
70,41,22,83,0,0,171103,34118,0
100,83,67,87,1,0,178826,31290,0
85,100,51,52,1,0,462909,45123,1
4,44,3,59,1,1,362622,101919,1
54,81,46,88,1,1,279235,79551,0
1,16,20,89,1,1,93677,72136,0
61,72,100,74,1,0,453976,83886,0
90,13,55,62,1,1,61584,137278,1
20,48,65,81,1,1,314250,95902,0
78,28,58,72,1,0,456885,87333,0
20,94,6,77,1,1,75223,111992,0
9,3,48,74,0,0,347850,64016,0
86,81,15,90,1,0,470698,41427,0
57,19,16,75,1,0,372513,22257,0
38,46,83,100,1,1,215215,87733,0
4,8,86,59,1,0,311689,28222,1
64,76,97,94,1,0,205312,45187,0
